epoch,train_loss,train_acc,test_loss,test_acc,train_time,eval_time,epoch_time
1,1.230229972229004,0.5534,1.0235698190689086,0.6355,11.121338129043579,1.1899454593658447,12.311285257339478
2,0.750609815788269,0.73776,0.759075435256958,0.7374,10.21744704246521,0.9485430717468262,11.165992259979248
3,0.5396098937034607,0.81008,0.7049010025024414,0.7601,11.380427837371826,1.1567301750183105,12.53715991973877
4,0.40050794916152954,0.86156,0.6789994860649109,0.7712,11.112318992614746,1.1555500030517578,12.267870903015137
5,0.28615500734329224,0.90128,0.7313195071220397,0.771,11.144292831420898,1.179445743560791,12.323740243911743
6,0.20617215425491334,0.92846,0.740548542022705,0.7828,11.11263394355774,1.264704704284668,12.37734055519104
7,0.15374022057414055,0.9469,0.8887947525978088,0.7614,11.359933137893677,1.0362637042999268,12.396198272705078
8,0.11421567447185517,0.96054,0.7922388422012329,0.788,11.359025478363037,1.2655463218688965,12.624574184417725
9,0.09845607407331466,0.9658,0.8479961458206177,0.7847,11.174110651016235,1.2677667140960693,12.44187879562378
10,0.08409235362052918,0.97092,0.8119361235618592,0.7951,11.138384580612183,1.1757683753967285,12.314154624938965
11,0.06349637926101685,0.9781,0.8800705251693726,0.7891,11.127140522003174,1.1793136596679688,12.306456089019775
12,0.06009948624014855,0.97924,0.9109949489593506,0.7879,11.397041320800781,1.055741786956787,12.452784776687622
13,0.045102202821969986,0.98512,0.8181225368499756,0.806,11.375835657119751,1.2679493427276611,12.643787622451782
14,0.03749462031543255,0.98758,0.9196130260467529,0.7883,11.190812110900879,1.1517844200134277,12.34259843826294
15,0.04030240423321724,0.98682,0.8440178876876832,0.8076,11.198047399520874,1.2414536476135254,12.439502954483032
16,0.02988202490389347,0.99084,0.9125360069274903,0.8007,11.180068492889404,1.2635750770568848,12.443645477294922
17,0.03933284468173981,0.98712,0.9160106044769287,0.7971,11.429000854492188,1.065718173980713,12.494720935821533
18,0.0429396509385109,0.98494,0.8890756383895874,0.7953,11.36199426651001,1.17991042137146,12.541906356811523
19,0.03342844148814678,0.9892,0.8666217248916626,0.8049,11.19937539100647,1.241852045059204,12.441229820251465
20,0.03761241788744926,0.98756,0.8834257986068725,0.8012,11.156381845474243,1.1516227722167969,12.308006286621094
