epoch,train_loss,train_acc,test_loss,test_acc,train_time,eval_time,epoch_time
1,1.152543793067932,0.58564,1.0047643496513368,0.6659,14.456126689910889,1.8609833717346191,16.31712317466736
2,0.6884272253799438,0.75924,0.7552232959747315,0.7405,13.87902045249939,1.8495607376098633,15.728584051132202
3,0.5167382758331299,0.82312,0.6688763214111328,0.7789,13.444612264633179,1.7959625720977783,15.240577220916748
4,0.40072267249107363,0.86232,0.6207657747507095,0.7947,13.779327630996704,1.8335299491882324,15.612859010696411
5,0.3161681353569031,0.8918,0.5469201323509216,0.8187,14.003188371658325,1.8527953624725342,15.855985879898071
6,0.24391206295967102,0.91586,0.7131909679174423,0.7798,13.9612295627594,1.838038682937622,15.799270868301392
7,0.19181743288993836,0.933,0.7146255104064941,0.7911,13.991750001907349,1.8306689262390137,15.822421312332153
8,0.14562418632984162,0.94932,0.6938617013931274,0.8081,13.907849073410034,1.8108437061309814,15.718695163726807
9,0.11659711430072785,0.95986,0.6665084374904633,0.8138,14.098140716552734,1.8604967594146729,15.95863962173462
10,0.10036480772018433,0.96558,0.7313995059967041,0.8108,13.711068868637085,1.7912557125091553,15.502326726913452
11,0.08328743339776992,0.97118,0.7351288844108581,0.8096,13.971559762954712,1.7845549583435059,15.75611686706543
12,0.06883444666147231,0.97612,0.6499291063785553,0.8329,13.927398443222046,1.8517231941223145,15.779124021530151
13,0.058719814077615735,0.97972,0.7387772134780883,0.8166,14.355061531066895,1.8193254470825195,16.174389123916626
14,0.0514965756046772,0.98304,0.7420985065460205,0.8267,14.047238111495972,1.8371658325195312,15.884406328201294
15,0.05181820122539997,0.98262,0.6455229802131652,0.8416,14.062880754470825,1.8323414325714111,15.895224332809448
16,0.04363399180531502,0.98582,0.6462555815696717,0.8459,13.852846622467041,1.88858962059021,15.741438627243042
17,0.03845956884741783,0.98652,0.7042035036087037,0.8315,13.71880555152893,1.879544734954834,15.598352193832397
18,0.03756525583326817,0.9874,0.7046573320388794,0.8345,14.279996395111084,1.8324785232543945,16.112476587295532
19,0.03088030913054943,0.9898,0.6507684949874878,0.8506,14.230142593383789,1.864560604095459,16.09470534324646
20,0.031640015503168105,0.98936,0.7194096298217774,0.8303,14.301315546035767,1.8667471408843994,16.168065071105957
21,0.03735141521036625,0.98784,0.6708135505676269,0.8404,14.386780023574829,1.8840031623840332,16.270785093307495
22,0.02875069828569889,0.99052,0.6629794232368469,0.8405,14.452986717224121,1.8879308700561523,16.340920209884644
23,0.02568988918274641,0.99176,0.7924270106315613,0.8259,14.51607346534729,1.791426181793213,16.307501554489136
24,0.03596166653633118,0.98814,0.7309838096618653,0.8343,13.549893379211426,1.8009319305419922,15.35082721710205
25,0.026356538990139962,0.99118,0.8070715095520019,0.825,13.920124292373657,1.8254334926605225,15.745559215545654
26,0.028023354166746138,0.9907,0.7040743379592895,0.8426,13.842082500457764,1.8187129497528076,15.660797119140625
27,0.022661496972739698,0.99296,0.6713027849197387,0.847,13.930715799331665,1.828110694885254,15.758828401565552
28,0.021431254618763922,0.99258,0.6057235820770264,0.8588,13.940759897232056,1.8105530738830566,15.751315355300903
29,0.03136064444482327,0.9897,0.6679574313163757,0.8402,13.89421820640564,1.8091044425964355,15.70332407951355
30,0.02205783689081669,0.99298,0.6979737426757813,0.8366,13.736036539077759,1.820235013961792,15.556273937225342
