epoch,train_loss,train_acc,test_loss,test_acc,train_time,eval_time,epoch_time
1,0.11022778664827347,0.9676833333333333,0.02473533074585721,0.9926,29.774184703826904,2.7510383129119873,32.525224924087524
2,0.021376720132989187,0.9936833333333334,0.02604421188295819,0.9922,29.657373905181885,2.744863271713257,32.40223932266235
3,0.015449429192269841,0.9951333333333333,0.018624525288306177,0.9944,29.477946043014526,2.708629608154297,32.18657732009888
4,0.010547160870054115,0.9970166666666667,0.021053032627375796,0.9937,29.628143548965454,2.7220981121063232,32.35024404525757
5,0.008725711626621583,0.9974666666666666,0.020140202003344893,0.9938,29.76825976371765,2.7200913429260254,32.48835301399231
6,0.006542817937846606,0.9978833333333333,0.019194258645447552,0.9944,29.594693660736084,2.5652084350585938,32.15990376472473
7,0.006858492579062779,0.99805,0.01878581969323568,0.9947,29.632438898086548,2.7278966903686523,32.36033749580383
8,0.005134658564456428,0.9986166666666667,0.0173005143474089,0.9954,29.604804277420044,2.696723461151123,32.30152916908264
9,0.004761353722711404,0.9985,0.02235284321877407,0.9937,29.730489253997803,2.684267044067383,32.41475796699524
10,0.005673866567807272,0.99835,0.02044081143348012,0.9942,29.483872413635254,2.6783764362335205,32.16225051879883
11,0.005362467198710268,0.9983,0.019728415324608794,0.9947,29.654521226882935,2.6971476078033447,32.351670265197754
12,0.005770598174119368,0.9981833333333333,0.01857055111374939,0.9949,29.60162329673767,2.689288377761841,32.29091286659241
13,0.005051564793242142,0.9985666666666667,0.019597030761046335,0.9951,26.528980255126953,2.274717330932617,28.803699016571045
14,0.006411251588196804,0.9980333333333333,0.020895063706696963,0.9941,24.24535059928894,2.2750799655914307,26.520432472229004
15,0.005025489754105608,0.9985666666666667,0.027320670791552402,0.9927,26.264756679534912,2.7634286880493164,29.02818751335144
16,0.004184301240105803,0.9986,0.019188646734063515,0.9951,29.70302987098694,2.7120578289031982,32.41508889198303
17,0.0052560037194751205,0.99835,0.015579778966953745,0.9962,29.495203018188477,2.694701671600342,32.18990612030029
18,0.004868058287585154,0.9984833333333333,0.017583024237351492,0.9943,29.635888814926147,2.7092554569244385,32.34514617919922
19,0.004309083807064841,0.9987166666666667,0.019069677583465817,0.9942,29.570379495620728,2.7530758380889893,32.32345724105835
20,0.004608053039743876,0.9986,0.021274956287315582,0.9946,29.596039533615112,2.559206485748291,32.15524744987488
