epoch,train_loss,train_acc,test_loss,test_acc,train_time,eval_time,epoch_time
1,0.0992528507138292,0.9703666666666667,0.03061922350898385,0.9914,15.630961656570435,2.0184152126312256,17.64937973022461
2,0.027558710488304494,0.9917833333333334,0.024780817575752734,0.9916,15.751773834228516,2.032630443572998,17.784406185150146
3,0.018191061735277375,0.9943333333333333,0.02411680413922295,0.9921,15.764835357666016,1.9546453952789307,17.719482898712158
4,0.01291932986776034,0.9959833333333333,0.017659963775251527,0.9944,15.619322538375854,2.057013750076294,17.676337718963623
5,0.010473200433608144,0.9966,0.02044347865465097,0.9934,15.323155641555786,2.0150868892669678,17.338244199752808
6,0.011202472081097464,0.9967166666666667,0.024866564807714896,0.9926,15.771522760391235,2.0175414085388184,17.789067029953003
7,0.00824393069379342,0.99735,0.02042843520794995,0.9941,15.757965087890625,2.0402047634124756,17.798171997070312
8,0.007931289013568312,0.9974666666666666,0.021100954659155104,0.9939,15.682343006134033,1.9117214679718018,17.594066381454468
9,0.007301850406887631,0.9978833333333333,0.01652727585498942,0.9952,15.689080476760864,2.053130626678467,17.742212772369385
10,0.004530922912526876,0.9987,0.01884823797165882,0.9947,15.58254075050354,2.0215225219726562,17.604065418243408
11,0.004168117652771373,0.9988,0.017152450485597364,0.995,15.774119138717651,1.962700366973877,17.736821174621582
12,0.006216823174556097,0.9981166666666667,0.023509072362526785,0.9935,15.598961591720581,2.004249334335327,17.603214740753174
13,0.0060551925101627905,0.99805,0.020040791819058358,0.9944,15.814206600189209,1.9199151992797852,17.734124183654785
14,0.0055532621337721745,0.99845,0.027967272474709898,0.9922,15.762372970581055,2.0135903358459473,17.775964498519897
15,0.004984168618389716,0.9983833333333333,0.022324198426294607,0.9935,15.762044429779053,2.0095880031585693,17.771634101867676
16,0.005546923708046476,0.9982666666666666,0.0246313475205563,0.9939,15.77879285812378,2.0030388832092285,17.78183388710022
17,0.005831427290088807,0.9982833333333333,0.01833358193268068,0.9949,15.772298574447632,2.0233256816864014,17.795626163482666
18,0.005995892982898901,0.9980833333333333,0.02521116928923875,0.9939,15.37842607498169,1.930760145187378,17.30918860435486
19,0.005340840915823355,0.9984666666666666,0.022054240154498257,0.9936,15.592622756958008,2.0267772674560547,17.619402170181274
20,0.005039528250601143,0.99835,0.022628750453703106,0.9939,15.724153518676758,2.0494062900543213,17.773561477661133
21,0.006426161159419765,0.9979833333333333,0.018433888401836157,0.9948,15.609121561050415,2.010535717010498,17.61966037750244
22,0.004537059476195524,0.9987,0.023989434972126036,0.994,15.614882230758667,2.014392852783203,17.629276752471924
23,0.005327765358456721,0.9984833333333333,0.01990681747305207,0.9937,15.489885091781616,1.9189627170562744,17.408849477767944
24,0.005000972342398017,0.99865,0.019355405976250767,0.9945,15.503406286239624,1.9818439483642578,17.485251665115356
25,0.005357591739669442,0.9982666666666666,0.021054060310916976,0.9938,15.249682426452637,2.0017287731170654,17.251412868499756
26,0.00727391101460283,0.9979166666666667,0.021855207799072376,0.9949,15.53418231010437,2.024838447570801,17.559022188186646
27,0.0046794143864108875,0.9988,0.021259789164341056,0.9936,15.588672399520874,2.018914222717285,17.60758900642395
28,0.005194001166739811,0.9985333333333334,0.016885051552834922,0.9957,15.524547815322876,1.9466443061828613,17.47119426727295
29,0.004746320605138317,0.9986666666666667,0.021677219589520246,0.9943,15.473816633224487,2.0162558555603027,17.490074396133423
30,0.004703095530594389,0.9985833333333334,0.02468443703968078,0.9936,15.520338535308838,2.00417423248291,17.52451491355896
