epoch,train_loss,train_acc,test_loss,test_acc,train_time,eval_time,epoch_time
1,1.5617955377197266,0.45936,1.240872349357605,0.5624,10.009064435958862,1.1346209049224854,11.143687963485718
2,1.0526302030181884,0.6293,0.9725766241073608,0.6639,10.247801065444946,1.1282896995544434,11.376092672348022
3,0.8287915356063843,0.7081,0.9792870688438415,0.6641,9.982799530029297,1.1354637145996094,11.118265390396118
4,0.6760885972785949,0.76244,0.7342784795761108,0.7434,9.937350988388062,1.1330416202545166,11.070394277572632
5,0.5596542530632019,0.80316,0.7687009630203248,0.7479,10.029935359954834,1.1539032459259033,11.18384075164795
6,0.4660551602363586,0.83602,0.7349577146530152,0.755,10.30249810218811,1.2204809188842773,11.522981643676758
7,0.39536042758941653,0.86074,0.7165409955978393,0.7685,9.956066131591797,1.1298675537109375,11.085935115814209
8,0.33596535972595215,0.88064,0.7783095252990723,0.7651,9.653904914855957,1.2067363262176514,10.860643148422241
9,0.27297379009246825,0.90406,0.7792549124717713,0.7704,10.449141025543213,1.2077529430389404,11.656896352767944
10,0.22777537484169005,0.91806,0.7828739731788635,0.7761,10.185888528823853,1.196465253829956,11.382355451583862
11,0.20653291934490203,0.9265,0.8282826011657715,0.7753,10.179498434066772,1.182659387588501,11.362160205841064
12,0.17441585227966308,0.93882,0.8552822069168091,0.7761,10.442294597625732,1.189868688583374,11.63216519355774
13,0.15214071274757385,0.94578,0.8460119521141052,0.7766,10.173083305358887,1.2011206150054932,11.374206066131592
14,0.1300716007709503,0.95292,0.8469776370048523,0.7859,10.237527132034302,1.1526811122894287,11.390210390090942
15,0.11937377412557602,0.95696,0.8351624430656434,0.7933,10.439212799072266,1.20609450340271,11.645309209823608
16,0.11180427542209626,0.95994,0.9167176942825317,0.784,10.168230772018433,1.1851470470428467,11.35338044166565
17,0.09676748773813247,0.9658,0.9487500179290771,0.7893,10.429653406143188,1.0186028480529785,11.448258638381958
18,0.08774582677841186,0.96918,0.8989103252410888,0.7879,10.384071588516235,1.1933221817016602,11.577396154403687
19,0.08154917560577393,0.97192,0.9329882482528686,0.7919,10.182890892028809,1.2062206268310547,11.389113426208496
20,0.07414189357757568,0.97458,1.0510190111160278,0.7788,10.425307512283325,1.1844887733459473,11.609798431396484
