epoch,train_loss,train_acc,test_loss,test_acc,train_time,eval_time,epoch_time
1,0.09608251548955837,0.97335,0.038870802066475155,0.9876,13.681503772735596,1.3032732009887695,14.98477816581726
2,0.029932563199599582,0.9910833333333333,0.021235371224023403,0.9932,13.605977296829224,1.3035714626312256,14.909549951553345
3,0.018607290348783136,0.9942666666666666,0.034525858416594564,0.9897,13.608930826187134,1.2995023727416992,14.908433675765991
4,0.014188894161085288,0.9956666666666667,0.01878681251835078,0.9946,13.611464977264404,1.3015878200531006,14.913053750991821
5,0.01073103292559584,0.9971333333333333,0.015154675758304075,0.9951,13.621565341949463,1.3011274337768555,14.922693729400635
6,0.0074916055331006644,0.9978666666666667,0.017234580819937402,0.9952,13.620956897735596,1.302408218383789,14.92336630821228
7,0.00742781986904641,0.9979666666666667,0.017322734007658436,0.9943,13.615412712097168,1.302220106124878,14.917633533477783
8,0.004691821383032948,0.9988333333333334,0.03347367850176525,0.9899,13.624681234359741,1.3051989078521729,14.92988133430481
9,0.007190989701387783,0.9979166666666667,0.018338828986976297,0.9951,13.627169609069824,1.3145825862884521,14.94175386428833
10,0.004726722049775223,0.9987833333333334,0.04407715822085738,0.989,16.467263221740723,1.6146514415740967,18.081916093826294
11,0.004790516099240631,0.9988,0.02785430637486279,0.9922,18.374285459518433,1.5558578968048096,19.930144786834717
12,0.004658267719469343,0.99875,0.015477446477185004,0.9961,18.240400552749634,1.6193044185638428,19.859706163406372
13,0.008110413087842366,0.9975,0.02035769046805799,0.9941,18.35800528526306,1.6227514743804932,19.98075795173645
14,0.005889882566717764,0.9984666666666666,0.020872660174407066,0.9931,18.354168176651,1.6117546558380127,19.96592402458191
15,0.00369467632882297,0.9990833333333333,0.018830634751124307,0.9953,18.36697006225586,1.6175203323364258,19.98449206352234
16,0.003859427137859166,0.9989666666666667,0.017709836495527997,0.9954,18.334848165512085,1.6283750534057617,19.96322512626648
17,0.0046917674275115135,0.9987166666666667,0.023904242843855172,0.9931,18.40066957473755,1.6548142433166504,20.055484771728516
18,0.0052995227590203284,0.99845,0.02027000033943914,0.9941,18.359184980392456,1.6284339427947998,19.98762011528015
19,0.004004675016924739,0.9988,0.02103433720958419,0.994,18.380581378936768,1.6263682842254639,20.006950855255127
20,0.0044609294777115185,0.9988666666666667,0.01925451137907803,0.9944,18.32367253303528,1.6238365173339844,19.947510480880737
